,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A
Q15836,0.865776664,0.798217418,-0.441560956,0.829119153,0.978248323,0.427314724,-2.684142554,0.463323771,1.697161909,0.272794818,0.777418166,-0.003562268,-0.549157687,-1.727116647,1.75359843,0.086691267,1.293836182,0.26912792,-0.044144338,-1.211819025,-0.355785988,-1.067468908,-2.321532765,0.121481719,-2.195463411,-0.425913068
Q15843,-2.216062208,-1.094488476,-0.581226505,-0.049243681,0.471653472,-0.258638388,0.363161725,-0.075924602,-0.789435344,0.181889311,0.110673344,-0.436874515,-0.635450077,0.393238693,-0.20702385,-0.41898766,-0.139650815,NA,-0.322422961,-0.726403461,-0.565349263,-0.034682462,-0.536285861,0.434628792,-0.392414261,0.334050564
Q15907,-0.883874794,-0.953380407,1.309397073,-1.755598645,-0.109374729,-0.828943492,0.827923745,0.499331727,-1.890058225,1.421698812,0.256480822,0.794613342,NA,-0.463389363,-0.228721754,0.199164857,-0.001820225,NA,0.047671776,0.707896713,-0.607561819,-0.310239344,0.236840364,-0.186856495,1.363659666,-0.471211121
Q16181,-1.643477296,0.476473914,0.585269071,0.246106342,1.154930325,-0.262035559,0.2218128,-0.261186045,0.534628429,0.73619137,0.345730687,-0.052949699,2.53149961,-0.837854989,NA,0.414000064,1.194113383,-1.17286219,0.526128063,0.714065385,-0.942996266,-0.440807298,1.255059753,0.753056422,1.678426811,-0.026361192
Q16204,0.093374491,0.36361409,-0.203998838,0.660695813,-0.116114783,0.149897416,0.651669351,-0.483408403,-0.089440676,-0.212427181,0.017931461,0.14410022,0.01944919,-0.095819273,-0.745509235,0.140173623,-0.019162835,-1.132048311,-0.02345682,0.084254658,0.541856367,-0.305711687,-0.262809012,0.044122318,0.181751666,0.418821785
Q16401,-0.645452611,-0.963737982,0.856630172,0.608514156,-1.165367065,0.596554729,0.291882419,-1.73900678,0.299157349,-0.121849158,-0.446664571,0.293453314,2.448371299,0.415663679,-1.198177434,-0.937832225,0.058485204,1.988792977,0.096614184,-1.253727738,-0.721746673,-0.444132956,0.380793744,0.214976138,-0.607782116,-0.300811783
Q16531,-0.221359057,0.483938376,-0.179105176,-0.303878872,-0.25683822,-0.243255842,0.051152106,-0.331412421,0.000559727,0.371181337,-0.625759385,-0.397867284,-0.2272317,-0.000559944,0.320096996,-0.025761205,-0.829275929,-0.020656879,-0.179968936,0.526442273,0.109226227,-0.093457578,-0.371937615,-0.188394575,-0.087282037,-0.109707167
Q16540,-0.339805018,0.450464157,2.689803342,-2.507334811,NA,-2.880337768,-0.512566371,-1.742326303,-0.711793433,-1.120550235,0.880282382,-0.498046574,1.401244996,0.618685897,NA,-0.816719223,0.298209479,-0.122608567,0.940798167,0.875786644,1.219130025,NA,-2.319587473,0.484798922,-1.775583464,0.034410869
Q16543,0.207128963,0.61575938,-0.08005594,0.447072027,-0.020543568,-0.284738203,0.094917429,-0.290075516,-0.467223361,0.518099226,0.084922773,0.229820804,-0.114670467,0.047351768,-0.452661283,0.517759728,-0.514189071,NA,0.063250849,-0.233904473,0.111842542,-0.001549118,0.185592288,-0.458737893,-0.255727116,0.309020258
Q16555,-0.48599013,0.828188801,-0.318209989,-0.236188864,0.707261627,0.072873465,0.290335849,-0.193215317,-0.244537432,-0.556728351,0.289181199,0,1.528164717,0.059648918,0.707750696,0.04877337,0.414883194,-0.532680882,-0.715509129,-0.31031341,0.154985038,-0.410885377,0.194962603,-0.380299994,0.342796641,-0.169518792
Q16595,-1.343779406,-3.781759816,-1.409347047,-0.304319593,0.768225929,0.524218093,0.186751623,-1.082733861,-0.160978227,-1.021016321,0.427070111,-1.111000583,-1.639024427,0.040830356,0.07966258,-1.2525768,-0.149848469,-1.923136477,0.247075056,-0.222196942,-1.503802503,-0.34227133,0.082535522,-0.597836101,0.461768642,-0.077372093
Q16658,0.999689018,0.461053065,1.186676805,-0.010109852,-0.009948576,0.287180642,-0.112669277,1.31809477,1.96230112,2.26523051,1.730291101,0.343227675,0.304110577,0.629597247,1.045757168,-0.264017154,1.467707299,1.54623881,-0.267052604,1.84170168,0.643950975,-0.237049478,2.210906414,1.745104992,0.840310799,-0.397120078
Q16698,-1.162789953,-0.632090359,0.381505981,-0.202281352,-0.027269673,-0.008198513,0.566804734,0.110303123,0.694170008,0.093731759,-0.689220981,-0.404859636,0.533825464,-0.269565664,-0.113486411,-0.318714397,0.056842653,0.134576486,0.688905863,0,0.251459238,-0.156027392,-0.135314332,0.387774434,0.414502709,0.394026036
Q16718,-0.175814876,0.193026553,0.194734866,0.090125987,0.388174879,-0.656569925,-0.223931951,-0.046077964,0.196926945,-0.682036267,0.238409577,-0.656264699,0.945366872,0.627625584,0.855441471,-0.678561978,0.809882467,0.418689592,-0.047323027,-0.916562449,-0.6125302,-0.130029,0.403820327,0.169639502,0.724487961,-0.29943013
Q16795,-0.349304433,0.36991009,0.184497099,0.584255316,0.181016086,-1.036279562,-0.47992731,0.364715585,-0.664143418,0.032065981,NA,-0.367538729,-1.094621297,-0.360657835,-0.555764254,0.343417728,0.093154415,0.283702455,0.516318987,-1.130077631,0.017770839,1.152706553,-0.600209754,-0.394826989,0.368545613,0.004792946
Q16836,-0.356947932,-0.237244391,0.037876677,0.042276876,-0.202931431,0.879623922,0.061539198,-0.014717447,0.510100443,-0.064211429,-0.394862559,0.282105079,0.249758944,0.902822843,-0.255115554,0.294946827,0.316743991,-0.64943915,0.322020248,0.063753093,0.018402753,0.253954998,-0.270136434,-0.010344449,-0.673438161,0.08719348
Q16851,-0.363329194,-0.67302425,-0.741909932,-0.17599885,-0.65160061,0.159178801,0.184883319,-0.212527393,0.208028571,-0.206150468,-0.618771997,-0.486411034,-0.587550778,-0.067328377,-0.292673011,0.050944476,-0.043202671,0.120109704,-0.259275725,0.136853169,-0.065823113,-0.037984943,-0.179157571,0.190195971,0.121420637,0.264936301
Q16854,0.260791826,-1.177332896,0.144786227,0.170168746,-0.646936039,-0.3616424,0.103833226,-0.239040485,0.607823294,-1.015415657,-0.555212006,0.34126232,-0.424756647,0.124203888,0.250624837,-0.500731828,-0.205339938,0.074192859,-0.434460686,0.370833595,-0.282538231,0.026155578,0.190843827,0.278792846,0.052975461,-0.979926221
Q16881,-1.171578231,-0.577278338,-0.050653284,-0.403474406,0.366187838,-0.028464857,0.009284475,0.245237931,0.317829175,0.643644948,-0.085802606,-0.255861233,-0.23629379,0.934576291,-0.206281996,-0.609063276,0.280943683,-1.785556079,0.034708953,-0.084338003,-0.257423242,-0.341981824,0.310326119,-0.017274417,0.256094032,-0.066410946
Q16891,-0.197048685,-0.424822007,0.030801709,-0.014577438,0.666545518,-0.153130471,-0.414817278,0.101119099,0.239028661,-0.249241377,-0.09661573,-0.208918274,0.457803747,-0.035201037,0.192308454,-0.01339309,-0.022899606,0.26718578,0.123074957,-0.053306315,0.004496805,0.567822299,0.292185625,0.176657546,-0.060567098,0.158712014
Q2TAA2,-1.518659939,0.601442537,-0.103803028,-0.151718276,-0.595552596,1.441203997,-0.27394496,-0.216658841,-0.68820493,0.595360758,0.645706508,0.281005187,-1.689626068,0.389824772,-1.128214714,-1.281433402,0.307878054,NA,0.215233394,0.569238812,0.213317216,-1.07185806,0.102532297,0.001116415,0.264666497,-0.617390216
Q3LXA3,0.948712036,1.010044381,0.49147555,0.656100461,0.862761953,0.136866588,0.18691336,0.257601595,-0.266849064,0.139406424,-0.608175417,0.631476031,1.004746794,-0.179751814,0.828916927,0.648358715,0.152801052,NA,0.052414929,-0.209982435,-0.380000785,-0.28619088,-0.131284559,0.196776889,0.314660408,-0.54079938
Q3MIX3,-0.564936286,-2.527615874,NA,0.28643763,-0.023902242,0.719137544,NA,-0.27540475,0.485302451,0.427279446,0,-0.645234821,-1.70970389,-1.896194115,NA,1.261947866,0.538763145,0.802466647,0.269634789,-0.426517924,-0.141152614,1.028079389,0.985920563,-0.044059668,0.318909623,0.455660373
Q3SXM5,-0.14856368,0.24987813,0.153611163,0.528360165,0.920450205,-0.062791944,0.010965512,-0.262420541,0.063273918,-1.134117284,-0.461924454,-0.338356163,-0.551440787,-0.194494332,-0.402359417,-0.369752389,-0.347877815,0.803455238,-0.159408649,-1.048893372,0.155635742,0.195148705,0.326919606,0.22898089,0.105172001,-1.250536184
Q3ZCM7,0.391404491,-0.565163846,-0.327407129,-0.041776622,-1.093032827,-0.042093668,0.082213962,0.192004731,-0.31972846,-0.653003843,-0.397475787,0.255153956,-0.292704201,-0.462209928,-0.322000246,0.346187605,-0.907900583,-1.836861796,-0.048473322,-0.187438505,-0.878998346,-0.03396851,-0.134248031,-0.216805398,0,0.057593896
Q3ZCQ8,1.72344695,NA,NA,0.994489572,0.573136402,1.938530082,-0.212939431,-0.417415882,-2.962604893,-0.552224339,-0.759115987,0.65562759,1.077429596,-0.225183954,-1.042137518,-0.341096297,-1.953775982,1.817200329,0.83133837,0.30129131,0.379708271,-1.448043165,-0.061407652,-0.262371273,0.317472163,-0.144033431
Q4G0N4,-1.170158569,-1.262986652,0.447791574,-0.35854467,-0.458197379,-0.125210843,0.177958142,-0.089638979,0.427448648,-0.594817918,-0.236817227,-0.01971766,-0.219328281,0.183935712,0.254248656,-0.255690072,-0.758046423,0.708539668,0.195538497,0.017544786,-0.25378659,0.3429012,-0.626292523,0.252415308,0.242050912,0.494647231
Q4J6C6,0.970878874,NA,1.184381493,0.101104046,0.531754326,NA,-0.787647144,0.474580663,0.687985327,0.024827323,0.008256884,-0.796457502,NA,-0.333704592,-0.737066717,0.884605833,NA,NA,-0.203058985,-0.776723772,0.266730557,0.355991408,-1.61529231,-1.4109726,0.26394532,-0.336800431
Q4VXU2,0.457287604,0.508397998,0.394576332,0.103275659,0.16852304,-0.966326452,0.212383309,0.182929232,-0.907643909,-0.089050175,-0.066458044,0.168264562,-0.079717966,-0.17620907,-0.080613148,0.578459021,-0.145468746,0.276268788,0.655309736,-0.066660507,0.207227616,-0.071393437,-0.211598593,-0.401591951,0.270386052,0.194659987
Q53GQ0,0.287751486,-1.126731774,-0.420460332,-0.246493319,0.237682154,0.308999742,-0.383476798,-0.877955227,0.257679596,0.504324743,-0.334244138,-1.914922734,NA,0.11218685,0.639904673,-0.170774557,0.500950126,1.008369757,-1.639038737,0.05782548,0.533333185,-0.61404701,0,-0.528302388,-0.414171811,0.350317418
Q562R1,-1.298259287,-0.581303212,-0.32688814,-0.296290647,-0.612604369,-0.15847514,-0.145138512,0.367361471,0.003547491,0.951658774,0.050231117,0.052958377,0.655415263,0.145236464,-0.030522445,-1.22356328,0.16324904,-1.052120082,0.220030925,0.79183075,0.342978271,0.235290358,0.948595556,0.722728869,0.228806556,-0.265129533
Q587J8,-0.463135818,0.324758545,0.20098016,-0.245229176,-0.267547885,0.29639022,0.641506436,0.347912853,0.2998391,0.30808325,0.237312722,0.329935667,-0.215400901,0.34537482,0.35596113,0.253385838,0.244068989,-0.549905261,0.135651491,-0.041747376,-0.14839006,0.126446705,-0.364114853,-0.128510567,-0.542312465,0.003555129
Q5BJF2,0.96379246,1.290174377,0.002008096,0.142609837,1.484994112,-1.320029215,-1.129686565,NA,NA,-0.487500359,-1.23163761,0.527804289,NA,-0.471401915,0.933343894,-2.509779101,NA,0.738742891,-2.597892115,-1.977095988,-2.638229388,0.514153364,1.435715102,-2.214151994,0.357108107,NA
Q5JRA6,-0.048236073,-0.412671718,-0.545024705,0.300462392,-0.951726591,-0.116822085,-0.990965252,-0.881049094,0.094842445,-0.649062639,-0.79855854,0.23767619,0.534618027,0.318134042,-1.112274393,-0.130547439,-1.497233573,0.223565687,-0.276170598,-0.793378396,-0.391687562,0.03666941,0.03701197,0.245496109,0.636723213,0.339042383
Q5JRX3,0.276842047,0.509270028,0.41343674,-0.037613263,0.432618375,-1.026696062,-0.631906545,0.175145996,-0.325171597,0.591700335,0.232291124,-0.396661997,0.253675921,0.543797513,-0.576976017,0.395020449,0.53351433,0.084225775,0.642023379,0.338225515,-0.201520331,0.631210524,-0.042056832,0,0.255599183,-0.303360186
Q5JSH3,1.506062829,0.092220371,0.668291053,-0.36401596,-0.653507722,0.224158694,0.86665777,0.433510106,0,-1.289637619,-0.651963278,0.783064767,1.694314558,-1.19212891,-0.179487663,0.024209253,-1.420844617,-0.318607808,0.11548376,-1.091241251,0.143586887,-0.542535423,-1.034471409,-0.826410041,-0.622037813,-0.032783179
Q5JVS0,0.297104093,-0.107532962,0.656111094,0.454460275,-0.530936905,NA,0.493905121,0.623130658,-1.547610471,0.966526254,1.753814759,1.313083896,0.6324462,-1.065930094,-2.618452583,0.140709279,0.189103076,NA,-0.923014347,0.074056927,-0.847365186,0.798295912,0.063113472,1.953459931,-0.638220823,-0.667469087
Q5JYT7,0.705658538,0.030658102,-0.247545746,-0.733714322,0.070914324,0.464372782,0.910772994,-0.802885577,-0.18884452,-1.560607313,0.010203446,-0.450759811,0.170176156,0.472147097,-0.159089428,-0.214742534,-1.250609706,0.907663237,-0.951462076,0.088885837,0.540918347,-0.533513072,-0.288528772,0.15921048,-0.122519595,0.608804084
Q5SRE7,-0.649555807,0.00388738,-0.434526049,-1.828892575,NA,0.06885925,-0.258602879,-1.004797598,-0.633816457,-0.227932502,0.520027945,-0.146826698,NA,0.941359482,0.41418763,-0.713694329,0.103611817,-2.530296806,-0.035105145,0.769891752,1.573754534,-1.052139139,2.164294035,0.301808224,0.448464159,0.088912208
Q5SW96,-1.553493108,-0.085408941,-0.956727074,0.058200891,-1.208359917,-1.06094058,-0.471680888,-0.327087883,-0.783354209,0.185286692,0.40651704,-0.998086458,-0.924844406,-0.647658639,0.355130853,-0.320413876,0.254505694,NA,0.53610941,0.084865809,0.285695753,0.245094369,0.755576721,0.123176201,-0.483526614,0.533407949
Q5T124,-0.501597635,-1.235884215,-0.301740319,-0.75996549,0.856004438,NA,-0.571643429,0.011978495,-0.083895262,-0.018223161,0.187540884,-0.53622812,-0.257135369,-0.204937883,0.732615103,1.52340383,-0.187889793,0.059710319,-1.185270452,0.676335791,-0.149763524,-1.189069539,0.48608638,-2.240447543,0.199011337,-0.373580753
Q5T160,0.691325583,-0.074371291,0.440314693,0.412167314,-0.038240499,0.152297186,0.184229684,-0.854478104,-1.05352126,0.321980196,-0.145744314,0.575728756,-0.631552938,0.014709864,0.93021858,0.983279102,0.207878301,0.488833373,-0.109812037,-0.009112046,-0.139573967,0.345093671,0.260632659,-1.033369918,-0.009382475,0.133908868
Q5T2N8,0.809802713,-0.18579367,0.257674478,-0.038635782,1.072428408,0.613013887,0.205542894,-0.449670322,0.058560149,-0.625170057,-0.362519432,-2.01001579,0.502417725,-0.044240172,-0.163619127,0.349761419,-0.383502377,1.195085124,0.674580614,-0.32015143,0.225999399,0.360576374,0.350340227,-0.051189726,0.218807343,0.364826153
Q5T4I8,1.148378363,0.1660287,-0.330164374,-0.582298712,-0.848901395,-0.201480676,0.551886449,0.20369032,-0.659790147,-0.257517261,1.277662545,-0.134334449,-0.732329565,-0.611982564,-0.138845369,-0.095043563,-0.073240518,NA,0.793456588,0.942448283,0.204807569,-0.113861218,0.682563516,-2.771892204,-0.247700661,0.741173075
Q5T5Y3,0.696733356,-1.044270187,0.154882929,-0.048067528,-0.817636123,-0.531172604,-0.402185517,0.677429667,-1.018939774,0.64540419,0.971532782,0.046972489,-0.655900235,-0.135720233,NA,0.872644977,-0.486400174,-0.329922274,0.464335331,0.266413056,1.203770212,NA,-0.579211606,-3.395435306,-0.41467134,0.459440397
Q5T6F2,0.358957003,0.232533854,1.38317634,0.612669423,1.08722794,0.295451218,0.551679263,-0.087455416,-2.033576802,-0.495167275,-0.259310759,0.491984568,-0.11709184,-0.481927393,-0.962791373,-0.234852846,-0.479465982,-0.675107541,0.499201672,-0.26989559,1.500892225,1.17672373,0.281369907,-0.491000828,0.978702791,0.560085433
Q5TAX3,3.22445633,3.662890952,2.496157636,-0.105392775,-2.403621343,-0.430400663,-0.319792866,-0.180645562,0.178043304,0.277601979,-1.766226992,0.232186556,2.591979627,-0.114127277,-1.141035292,-0.648266295,-0.355292519,1.215765854,0.042571359,-0.843723087,-0.904862607,1.382836758,0,0.473801304,0.941128835,0.303998875
Q5TZA2,-0.569164219,0.100163448,-0.441258155,-1.392707974,-0.621092732,-0.683656717,0.227706037,-0.652157272,-0.438613793,0.043286246,0.418328903,-0.460174764,0.057171381,-0.663115258,0.035241779,-0.32304024,0.457058279,NA,0.211852743,0.590279222,0.251209843,-0.117271856,0.098746094,0.389269934,0.179523517,0.237207701
Q5VV41,0.269308718,NA,0.024634797,-0.011067744,-2.29249142,-0.799535969,-1.413469105,-0.270197707,0.112814818,-0.666619932,-0.310855556,-0.798642699,NA,-0.587565556,-0.211815881,0.52631929,0.194722316,NA,-0.298814398,0.561086647,0.621328814,0.729177589,0.414984871,0.244725962,0.112995616,0.672177978
Q5VWJ9,0.635107761,-0.737106931,0.11221135,0.313244231,-0.421621115,-0.380987584,0.034512611,0.293283871,0.056872667,0.045640038,0.421901507,-0.121231118,-0.186917919,0.403835722,-0.001114794,-0.160643344,0.420756275,-1.727666243,0.253344671,0.488725994,1.312178313,0.469541846,1.150634327,-0.229411003,0.035739085,0.001113933
Q5XKP0,-1.292397513,-0.769486039,1.018551916,0.274592107,-2.982534044,0.452368814,-0.462495131,-0.225399623,0.954529166,NA,0.10804968,-1.786222674,-0.060161565,-0.003373904,0.388868171,-0.757441604,0.725229163,-0.097277401,0.863379747,-0.759287063,-1.996205076,0.003366032,-0.003565095,1.022718854,0.31510881,0.287759082
Q658Y4,NA,NA,0.170751374,-0.773411366,0.091789902,-0.522061692,-0.604716088,-0.481445164,-0.164762285,-1.481213341,-0.825804516,-1.678401115,NA,-1.583522396,-0.130887382,-1.466626143,-0.030880923,0.778127971,-1.708468065,-1.093702227,0.491220514,0.066476417,-0.202177965,-0.042658158,1.003606864,-0.027918963
Q66K74,0.446513526,-0.0325917,0.135985698,0.887590849,-0.242362266,-0.42945239,0.470494283,0.242195327,-0.178983381,0.880734278,0.098930434,0.086314704,-0.008762509,0.248282489,0.414831091,0.709724464,-0.056083356,-0.966225606,-0.259288938,0.154592837,0.341476809,0.317881553,0.328441658,-0.142634449,0.087314178,0.020296007
Q68EM7,0.559236372,1.053958684,0.562123573,-0.138165627,0.269780684,0.843126566,0.282320563,-0.161197023,0.799568987,-0.220297268,-1.045175531,-0.19093189,-0.415843559,0.207541823,-0.896890042,-0.240428029,-1.674951831,1.031858018,-0.510478979,0.725240269,0.104753264,-0.510454091,0.080819606,0.669233289,0.076301963,0.561564824
Q6DD88,-0.889317137,-0.059245966,0.30428626,0.093211344,0.415762768,0.275015385,-0.338110297,-0.824458615,0.299530893,-0.191574697,-0.276818207,-0.22937457,-0.243350471,0.00132951,0.591988362,0.104290754,0.015208072,0.566701259,-0.054407839,-0.151010885,-0.388360777,0.546391116,0.199673537,0.262039243,-0.784505223,0.029181452
Q6FI81,-0.569961353,-0.143855564,-0.45515065,1.034775702,-1.918482168,1.110984518,1.087634444,0.382839413,-0.804776468,0.625829776,1.087592896,0.590367944,0.691889405,-0.257794303,-0.95657965,0.002151899,-0.039492082,NA,-0.620668208,0.144851175,-0.087733908,0.243005617,-1.844417174,0,-0.1156664,0.871865527
Q6GMV3,-1.274779331,1.69943366,0.186027283,-0.018658585,-0.461779143,0.374079388,0.586756061,-0.2029392,-0.463870389,0.111100913,-0.306165121,-0.703715764,-0.551473645,-0.114727588,0,-0.923701631,-0.217779752,-0.9298073,0.325795694,0.204694307,0.025154195,-1.239575308,-0.509946853,0.184828364,-0.188788284,-0.267160456
Q6HA08,-1.469475189,0.143305218,0.417064581,0.404534709,0.504800559,-0.01000138,-0.972843127,0.028229949,0.76987137,0.483515966,0.101324006,0.418574718,-0.116785638,0.094743919,0.330612298,-0.300389809,-0.07669452,0.310874398,1.105193186,-0.123405779,-0.442028399,-0.134925745,0.482584792,0.195815778,-0.634364838,0.388514996
Q6IAA8,0.090987903,0.282496961,0.0980687,-0.154262503,-0.263401784,-0.109301052,-1.069307087,0.437767914,0.023031546,-0.081151278,0.388263943,0.475621092,-0.023805758,0.513214563,-0.700482743,0.231005362,-0.009336941,0.42663319,0.032592662,0.467812634,-0.930681636,0.116967707,0.123291561,0.338166737,-1.656492609,0.461165811
Q6IMN6,0.018526632,0.21065906,0.823709416,0.499463761,0.149272192,-1.07440794,0.09829341,0.925938568,-0.894302899,0.729796611,0.350039975,1.060674637,0.978410287,0.02822405,-0.4036953,0.921007624,-0.01884767,0.368934699,0.481069796,0.382349063,0.125151485,-0.059484512,0.205948655,-0.480896073,0.31865586,0.93195109
Q6NVY1,-0.310356631,-0.458557888,-0.463114048,0.0545837,0.04622492,0.19476643,0.231555384,0.255615417,0.13285701,-0.184954323,-0.415370869,0.223243059,1.008448221,0.256245329,0.321089406,0.098626238,-0.201671802,-0.107179415,-0.432534942,0.139495492,-0.216841497,0.269701032,0.317686013,0.12126647,-0.210316476,-0.002069967
